Spring bud,80,100,99,167,252,0,#A7FC00
Spring Frost,94,84,100,135,255,42,#87FF2A
Spring green,150,100,100,0,255,127,#00FF7F
Star command blue,200,100,72,0,123,184,#007BB8
Steel blue,207,61,71,70,130,180,#4682B4
Steel pink,300,75,80,204,51,204,#CC33CC
Steel Teal,181,32,55,95,138,139,#5F8A8B
Stil de grain yellow,48,62,98,250,218,94,#FADA5E
Stizza,0,100,60,153,0,0,#990000
Stormcloud,189,25,42,79,102,106,#4F666A
Straw,54,51,89,228,217,111,#E4D96F
Strawberry,341,64,99,252,90,141,#FC5A8D
Sugar Plum,325,46,57,145,78,117,#914E75
Sunburnt Cyclops,356,75,100,255,64,76,#FF404C
Sunglow,45,80,100,255,204,51,#FFCC33
Sunny,60,50,95,242,242,122,#F2F27A
Sunray,36,62,89,227,171,87,#E3AB57
Sunset,35,34,98,250,214,165,#FAD6A5
Sunset orange,4,67,99,253,94,83,#FD5E53
Super pink,323,48,81,207,107,169,#CF6BA9
Sweet Brown,3,71,66,168,55,49,#A83731
Tan,34,33,82,210,180,140,#D2B48C
Tangelo,19,100,98,249,77,0,#F94D00
Tangerine,33,100,95,242,133,0,#F28500
Tangerine yellow,48,100,100,255,204,0,#FFCC00
Tango pink,355,50,89,228,113,122,#E4717A
Tart Orange,2,72,98,251,77,70,#FB4D46
Taupe,27,31,28,72,60,50,#483C32
Taupe gray,320,4,55,139,133,137,#8B8589
Tea green,100,20,94,208,240,192,#D0F0C0
Tea rose,5,51,97,248,131,121,#F88379
Tea rose,0,20,96,244,194,194,#F4C2C2
Teal,180,100,50,0,128,128,#008080
Teal blue,194,60,53,54,117,136,#367588
Teal deer,140,33,90,153,230,179,#99E6B3
Teal green,179,100,51,0,130,127,#00827F
Telemagenta,334,75,81,207,52,118,#CF3476
Tenné,25,100,80,205,87,0,#CD5700
Terra cotta,10,60,89,226,114,91,#E2725B
Thistle,300,12,85,216,191,216,#D8BFD8
Thulian pink,333,50,87,222,111,161,#DE6FA1
Tickle Me Pink,342,46,99,252,137,172,#FC89AC
Tiffany Blue,178,95,73,10,186,181,#0ABAB5
Tiger's eye,30,73,88,224,141,60,#E08D3C
Timberwolf,33,4,86,219,215,210,#DBD7D2
Titanium yellow,58,100,93,238,230,0,#EEE600
Tomato,9,72,100,255,99,71,#FF6347
Toolbox,246,44,75,116,108,192,#746CC0
Topaz,35,51,100,255,200,124,#FFC87C
Tractor red,350,94,99,253,14,53,#FD0E35
Trolley Grey,0,0,50,128,128,128,#808080
Tropical rain forest,168,100,46,0,117,94,#00755E
Tropical violet,282,26,87,205,164,222,#CDA4DE
True Blue,207,100,81,0,115,207,#0073CF
Tufts Blue,212,66,76,65,125,193,#417DC1
Tulip,357,47,100,255,135,141,#FF878D
Tumbleweed,24,39,87,222,170,136,#DEAA88
Turkish rose,347,37,71,181,114,129,#B57281
Turquoise,174,71,88,64,224,208,#40E0D0
Turquoise blue,176,100,100,0,255,239,#00FFEF
Turquoise green,142,25,84,160,214,180,#A0D6B4
Turquoise Surf,182,100,80,0,197,205,#00C5CD
Turtle green,75,41,60,138,154,91,#8A9A5B
Tuscan,35,34,98,250,214,165,#FAD6A5
Tuscan brown,25,50,44,111,78,55,#6F4E37
Tuscan red,0,42,49,124,72,72,#7C4848
Tuscan tan,26,45,65,166,123,91,#A67B5B
Tuscany,0,20,75,192,153,153,#C09999
Twilight lavender,329,47,54,138,73,107,#8A496B
Tyrian purple,325,98,40,102,2,60,#66023C
UA blue,222,100,67,0,51,170,#0033AA
UA red,339,100,85,217,0,76,#D9004C
Ube,253,38,76,136,120,195,#8878C3
UCLA Blue,221,44,58,83,104,149,#536895
UCLA Gold,42,100,100,255,179,0,#FFB300
UFO Green,141,71,82,60,208,112,#3CD070
Ultramarine,244,93,56,18,10,143,#3F00FF
Ultramarine blue,228,73,96,65,102,245,#4166F5
Ultra pink,300,56,100,255,111,255,#FF6FFF
Ultra red,350,57,99,252,108,133,#FC6C85
Umber,21,28,39,99,81,71,#635147
Unbleached silk,22,21,100,255,221,202,#FFDDCA
United Nations blue,216,60,90,91,146,229,#5B92E5
University of California Gold,40,79,72,183,135,39,#B78727
Unmellow yellow,60,60,100,255,255,102,#FFFF66
UP Forest green,149,99,27,1,68,33,#014421
UP Maroon,359,86,48,123,17,19,#7B1113
Upsdell red,356,82,68,174,32,41,#AE2029
Urobilin,44,85,88,225,173,33,#E1AD21
USAFA blue,209,100,60,0,79,152,#004F98
USC Cardinal,0,100,60,153,0,0,#990000
USC Gold,48,100,100,255,204,0,#FFCC00
University of Tennessee Orange,31,100,97,247,127,0,#F77F00
Utah Crimson,342,100,83,211,0,63,#D3003F
Van Dyke Brown,25,60,0,102,66,40,#664228
Vanilla,48,30,95,243,229,171,#F3E5AB
Vanilla ice,344,41,95,243,143,169,#F38FA9
Vegas gold,50,55,77,197,179,88,#C5B358
Venetian red,356,96,78,200,8,21,#C80815
Verdigris,177,63,70,67,179,174,#43B3AE
Vermilion,5,77,89,227,66,52,#E34234
Vermilion,8,86,85,217,56,30,#D9381E
Veronica,277,87,94,160,32,240,#A020F0
Very light azure,208,54,98,116,187,251,#74BBFB
Very light blue,240,60,100,102,102,255,#6666FF
Very light malachite green,135,57,91,100,233,134,#64E986
Very light tangelo,25,53,100,255,176,119,#FFB077
Very pale orange,30,25,100,255,223,191,#FFDFBF
Very pale yellow,60,25,100,255,255,191,#FFFFBF
Violet,274,100,100,143,0,255,#8F00FF
Violet (color wheel),270,100,100,127,0,255,#7F00FF
Violet (RYB),286,99,69,134,1,175,#8601AF
Violet (web),300,45,93,238,130,238,#EE82EE
Violet-blue,229,72,70,50,74,178,#324AB2
Violet-red,336,66,97,247,83,148,#F75394
Viridian,161,51,51,64,130,109,#40826D
Viridian green,181,100,60,0,150,152,#009698
Vista blue,218,43,85,124,158,217,#7C9ED9
Vivid amber,45,100,80,204,153,0,#cc9900
Vivid auburn,2,75,57,146,39,36,#922724
Vivid burgundy,349,82,62,159,29,53,#9F1D35
Vivid cerise,328,87,85,218,29,129,#DA1D81
Vivid cerulean,197,100,93,0,170,238,#00aaee
Vivid crimson,345,100,80,204,0,51,#CC0033
Vivid gamboge,36,100,100,255,153,0,#FF9900
Vivid lime green,74,96,84,166,214,8,#a6d608
Vivid malachite,135,100,80,0,204,51,#00cc33
Vivid mulberry,288,95,89,184,12,227,#B80CE3
Vivid orange,22,100,100,255,95,0,#FF5F00
Vivid orange peel,18,100,100,255,160,0,#FFA000
Vivid orchid,288,100,100,204,0,255,#CC00FF
Vivid raspberry,335,100,100,255,0,108,#FF006C
Vivid red,357,95,97,247,13,26,#F70D1A
Vivid red-tangelo,20,84,87,223,97,36,#DF6124
Vivid sky blue,192,100,100,0,204,255,#00CCFF
Vivid tangelo,23,84,94,240,116,39,#F07427
Vivid tangerine,12,46,100,255,160,137,#FFA089
Vivid vermilion,19,84,90,229,96,36,#e56024
Vivid violet,277,100,100,159,0,255,#9F00FF
Vivid yellow,53,99,100,255,227,2,#FFE302
Volt,72,100,100,205,255,0,#CEFF00
Warm black,180,100,25,0,66,66,#004242
Waterspout,184,34,98,164,244,249,#A4F4F9
Weldon Blue,204,28,67,124,152,171,#7C98AB
Wenge,7,18,39,100,84,82,#645452
Wheat,39,27,96,245,222,179,#F5DEB3
White,0,0,100,255,255,255,#FFFFFF
White smoke,0,0,96,245,245,245,#F5F5F5
Wild blue yonder,226,22,82,162,173,208,#A2ADD0
Wild orchid,330,47,83,212,112,162,#D470A2
Wild Strawberry,329,74,100,255,67,164,#FF43A4
Wild watermelon,350,57,99,252,108,133,#FC6C85
Willpower orange,21,100,99,253,88,0,#FD5800
Windsor tan,30,99,65,167,85,2,#A75502
Wine,353,59,45,114,47,55,#722F37
Wine dregs,336,52,40,103,49,71,#673147
Winter Sky,331,100,100,255,0,124,#FF007C
Winter Wizard,196,37,100,160,230,255,#A0E6FF
Wintergreen Dream,167,37,53,86,136,125,#56887D
Wisteria,281,27,86,201,160,220,#C9A0DC
Wood brown,33,45,76,193,154,107,#C19A6B
Xanadu,136,14,53,115,134,120,#738678
Yale Blue,212,90,57,15,77,146,#0F4D92
Yankees blue,221,57,25,28,40,65,#1C2841
Yellow,60,100,100,255,255,0,#FFFF00
Yellow (Crayola),50,48,99,252,232,131,#FCE883
Yellow (Munsell),51,100,94,239,204,0,#EFCC00
Yellow (NCS),50,100,100,255,211,0,#FFD300
Yellow (Pantone),53,100,100,254,223,0,#FEDF00
Yellow (process),56,100,100,255,239,0,#FFEF00
Yellow (RYB),60,80,100,254,254,51,#FEFE33
Yellow-green,80,76,80,154,205,50,#9ACD32
Yellow Orange,34,74,100,255,174,66,#FFAE42
Yellow rose,56,100,100,255,240,0,#FFF000
Yellow Sunshine,58,100,100,255,247,0,#FFF700
Zaffre,233,100,66,0,20,168,#0014A8
Zinnwaldite brown,23,82,17,44,22,8,#2C1608
Zomp,166,66,65,57,167,142,#39A78E
